id,price_doc
30740,7257775.556044553
30741,12700515.264164913
30742,4135686.200344673
30743,5586255.380663624
30744,7257775.556044553
30745,7257775.556044553
30746,5819472.902579151
30747,6851994.985553242
30748,17221815.187485136
30749,4468061.634569587
30750,5819472.902579151
30751,4135686.200344673
30752,5819472.902579151
30753,7257775.556044553
30754,5586255.380663624
30755,4255638.324833656
30756,7318209.986664407
30757,5586255.380663624
30758,6851994.985553242
30759,5586255.380663624
30760,4255638.324833656
30761,7257775.556044553
30762,6771629.264719099
30763,6851994.985553242
30764,6771629.264719099
30765,4468061.634569587
30766,3798686.2407305688
30767,7257775.556044553
30768,4468061.634569587
30769,5819472.902579151
30770,6771629.264719099
30771,3447328.9872239893
30772,7257775.556044553
30773,8431377.613095699
30774,7257775.556044553
30775,7257775.556044553
30776,5586255.380663624
30777,6771629.264719099
30778,7257775.556044553
30779,5586255.380663624
30780,5586255.380663624
30781,5586255.380663624
30782,3798686.2407305688
30783,5819472.902579151
30784,3447328.9872239893
30785,5586255.380663624
30786,4135686.200344673
30787,7257775.556044553
30788,5819472.902579151
30789,7257775.556044553
30790,5586255.380663624
30791,6851994.985553242
30792,5586255.380663624
30793,6851994.985553242
30794,12700515.264164913
30795,7257775.556044553
30796,8431377.613095699
30797,12700515.264164913
30798,3024722.1930337073
30799,12700515.264164913
30800,12700515.264164913
30801,7257775.556044553
30802,12700515.264164913
30803,2232648.994553019
30804,3447328.9872239893
30805,6851994.985553242
30806,5586255.380663624
30807,5586255.380663624
30808,6851994.985553242
30809,5819472.902579151
30810,9959501.273744328
30811,4135686.200344673
30812,5586255.380663624
30813,4468061.634569587
30814,3024722.1930337073
30815,4135686.200344673
30816,7257775.556044553
30817,3024722.1930337073
30818,7257775.556044553
30819,7257775.556044553
30820,5586255.380663624
30821,17221815.187485136
30822,5586255.380663624
30823,5586255.380663624
30824,3447328.9872239893
30825,7257775.556044553
30826,7257775.556044553
30827,7257775.556044553
30828,5586255.380663624
30829,5586255.380663624
30830,7257775.556044553
30831,4468061.634569587
30832,5586255.380663624
30833,5586255.380663624
30834,4135686.200344673
30835,7257775.556044553
30836,6771629.264719099
30837,5586255.380663624
30838,4468061.634569587
30839,4468061.634569587
30840,12700515.264164913
30841,6851994.985553242
30842,5586255.380663624
30843,4468061.634569587
30844,7318209.986664407
30845,7257775.556044553
30846,4135686.200344673
30847,5586255.380663624
30848,8431377.613095699
30849,4135686.200344673
30850,4135686.200344673
30851,4135686.200344673
30852,6771629.264719099
30853,3447328.9872239893
30854,5586255.380663624
30855,5586255.380663624
30856,7257775.556044553
30857,2232648.994553019
30858,4135686.200344673
30859,5819472.902579151
30860,5586255.380663624
30861,5586255.380663624
30862,5586255.380663624
30863,5586255.380663624
30864,5586255.380663624
30865,6851994.985553242
30866,9959501.273744328
30867,4468061.634569587
30868,7257775.556044553
30869,5586255.380663624
30870,9301565.848937135
30871,7257775.556044553
30872,4135686.200344673
30873,3447328.9872239893
30874,4135686.200344673
30875,5586255.380663624
30876,5586255.380663624
30877,9301565.848937135
30878,5819472.902579151
30879,9959501.273744328
30880,7257775.556044553
30881,3024722.1930337073
30882,7257775.556044553
30883,4468061.634569587
30884,5819472.902579151
30885,4135686.200344673
30886,6771629.264719099
30887,5586255.380663624
30888,5586255.380663624
30889,5586255.380663624
30890,7257775.556044553
30891,3798686.2407305688
30892,3798686.2407305688
30893,4135686.200344673
30894,5586255.380663624
30895,4135686.200344673
30896,5586255.380663624
30897,5819472.902579151
30898,5586255.380663624
30899,5586255.380663624
30900,3447328.9872239893
30901,5586255.380663624
30902,3024722.1930337073
30903,5586255.380663624
30904,7257775.556044553
30905,5819472.902579151
30906,7257775.556044553
30907,12700515.264164913
30908,4135686.200344673
30909,9959501.273744328
30910,6771629.264719099
30911,4135686.200344673
30912,5586255.380663624
30913,12700515.264164913
30914,5586255.380663624
30915,5586255.380663624
30916,5819472.902579151
30917,5586255.380663624
30918,5586255.380663624
30919,4255638.324833656
30920,4135686.200344673
30921,5586255.380663624
30922,5586255.380663624
30923,3447328.9872239893
30924,7257775.556044553
30925,12700515.264164913
30926,5586255.380663624
30927,7257775.556044553
30928,4468061.634569587
30929,7257775.556044553
30930,9959501.273744328
30931,9301565.848937135
30932,4468061.634569587
30933,5586255.380663624
30934,9959501.273744328
30935,5586255.380663624
30936,5586255.380663624
30937,8431377.613095699
30938,5819472.902579151
30939,6771629.264719099
30940,5586255.380663624
30941,5586255.380663624
30942,3447328.9872239893
30943,6771629.264719099
30944,5819472.902579151
30945,4135686.200344673
30946,9959501.273744328
30947,5586255.380663624
30948,5819472.902579151
30949,7257775.556044553
30950,5586255.380663624
30951,12700515.264164913
30952,8431377.613095699
30953,9301565.848937135
30954,5819472.902579151
30955,5586255.380663624
30956,5586255.380663624
30957,5586255.380663624
30958,17221815.187485136
30959,7257775.556044553
30960,7257775.556044553
30961,5586255.380663624
30962,9301565.848937135
30963,3447328.9872239893
30964,4468061.634569587
30965,7257775.556044553
30966,9301565.848937135
30967,12700515.264164913
30968,4135686.200344673
30969,3447328.9872239893
30970,7257775.556044553
30971,9959501.273744328
30972,3447328.9872239893
30973,5819472.902579151
30974,5586255.380663624
30975,7257775.556044553
30976,5819472.902579151
30977,5586255.380663624
30978,7257775.556044553
30979,3447328.9872239893
30980,6771629.264719099
30981,6771629.264719099
30982,7257775.556044553
30983,3447328.9872239893
30984,5819472.902579151
30985,3447328.9872239893
30986,9301565.848937135
30987,7257775.556044553
30988,5586255.380663624
30989,7257775.556044553
30990,9959501.273744328
30991,7257775.556044553
30992,2974425.4509511357
30993,7257775.556044553
30994,4468061.634569587
30995,5586255.380663624
30996,5819472.902579151
30997,6771629.264719099
30998,5586255.380663624
30999,8431377.613095699
31000,7257775.556044553
31001,7257775.556044553
31002,5586255.380663624
31003,9301565.848937135
31004,3447328.9872239893
31005,3024722.1930337073
31006,5586255.380663624
31007,5586255.380663624
31008,7257775.556044553
31009,5586255.380663624
31010,5586255.380663624
31011,4135686.200344673
31012,5819472.902579151
31013,6771629.264719099
31014,9301565.848937135
31015,5586255.380663624
31016,4135686.200344673
31017,9301565.848937135
31018,5586255.380663624
31019,4135686.200344673
31020,5586255.380663624
31021,9959501.273744328
31022,12700515.264164913
31023,9301565.848937135
31024,4468061.634569587
31025,6771629.264719099
31026,5586255.380663624
31027,4135686.200344673
31028,5586255.380663624
31029,5819472.902579151
31030,5586255.380663624
31031,7257775.556044553
31032,7257775.556044553
31033,7318209.986664407
31034,5586255.380663624
31035,9301565.848937135
31036,5586255.380663624
31037,26867902.525674306
31038,4135686.200344673
31039,5586255.380663624
31040,7257775.556044553
31041,4135686.200344673
31042,5586255.380663624
31043,5586255.380663624
31044,5586255.380663624
31045,5586255.380663624
31046,9959501.273744328
31047,7257775.556044553
31048,5586255.380663624
31049,5586255.380663624
31050,6771629.264719099
31051,7257775.556044553
31052,3447328.9872239893
31053,9959501.273744328
31054,7257775.556044553
31055,5819472.902579151
31056,9959501.273744328
31057,7257775.556044553
31058,8431377.613095699
31059,3024722.1930337073
31060,7257775.556044553
31061,7257775.556044553
31062,7257775.556044553
31063,3447328.9872239893
31064,5586255.380663624
31065,7257775.556044553
31066,4135686.200344673
31067,7257775.556044553
31068,4135686.200344673
31069,4135686.200344673
31070,4135686.200344673
31071,3447328.9872239893
31072,7257775.556044553
31073,3024722.1930337073
31074,5586255.380663624
31075,6771629.264719099
31076,5586255.380663624
31077,5819472.902579151
31078,4135686.200344673
31079,5819472.902579151
31080,5586255.380663624
31081,2974425.4509511357
31082,9959501.273744328
31083,5819472.902579151
31084,9301565.848937135
31085,9959501.273744328
31086,4135686.200344673
31087,5586255.380663624
31088,4468061.634569587
31089,4468061.634569587
31090,26867902.525674306
31091,4468061.634569587
31092,7257775.556044553
31093,6771629.264719099
31094,5586255.380663624
31095,4468061.634569587
31096,17221815.187485136
31097,9959501.273744328
31098,9301565.848937135
31099,9301565.848937135
31100,3447328.9872239893
31101,4135686.200344673
31102,5586255.380663624
31103,12700515.264164913
31104,4468061.634569587
31105,5819472.902579151
31106,4135686.200344673
31107,12700515.264164913
31108,5586255.380663624
31109,5819472.902579151
31110,9301565.848937135
31111,8431377.613095699
31112,5586255.380663624
31113,4135686.200344673
31114,4468061.634569587
31115,5819472.902579151
31116,5586255.380663624
31117,5586255.380663624
31118,3447328.9872239893
31119,2232648.994553019
31120,5586255.380663624
31121,7257775.556044553
31122,5819472.902579151
31123,4135686.200344673
31124,5586255.380663624
31125,9301565.848937135
31126,12700515.264164913
31127,7257775.556044553
31128,5586255.380663624
31129,5819472.902579151
31130,12700515.264164913
31131,7257775.556044553
31132,7257775.556044553
31133,7257775.556044553
31134,5586255.380663624
31135,7257775.556044553
31136,7257775.556044553
31137,4135686.200344673
31138,5586255.380663624
31139,3447328.9872239893
31140,7257775.556044553
31141,5586255.380663624
31142,9301565.848937135
31143,4135686.200344673
31144,3447328.9872239893
31145,5586255.380663624
31146,5586255.380663624
31147,9959501.273744328
31148,6771629.264719099
31149,3024722.1930337073
31150,8431377.613095699
31151,5586255.380663624
31152,8431377.613095699
31153,5819472.902579151
31154,12700515.264164913
31155,5586255.380663624
31156,7257775.556044553
31157,5586255.380663624
31158,7257775.556044553
31159,7257775.556044553
31160,5586255.380663624
31161,3447328.9872239893
31162,4135686.200344673
31163,5586255.380663624
31164,5819472.902579151
31165,7257775.556044553
31166,5819472.902579151
31167,5586255.380663624
31168,9959501.273744328
31169,5586255.380663624
31170,5586255.380663624
31171,9301565.848937135
31172,5819472.902579151
31173,7257775.556044553
31174,9301565.848937135
31175,12700515.264164913
31176,4135686.200344673
31177,8431377.613095699
31178,4135686.200344673
31179,4468061.634569587
31180,4135686.200344673
31181,5819472.902579151
31182,5586255.380663624
31183,8431377.613095699
31184,4468061.634569587
31185,3447328.9872239893
31186,7257775.556044553
31187,4135686.200344673
31188,4135686.200344673
31189,5586255.380663624
31190,7257775.556044553
31191,12700515.264164913
31192,3798686.2407305688
31193,7257775.556044553
31194,6771629.264719099
31195,9301565.848937135
31196,4468061.634569587
31197,12700515.264164913
31198,5586255.380663624
31199,5586255.380663624
31200,12700515.264164913
31201,3447328.9872239893
31202,4135686.200344673
31203,7257775.556044553
31204,3447328.9872239893
31205,8431377.613095699
31206,5586255.380663624
31207,4135686.200344673
31208,5586255.380663624
31209,4135686.200344673
31210,7257775.556044553
31211,7257775.556044553
31212,4135686.200344673
31213,7257775.556044553
31214,5586255.380663624
31215,4135686.200344673
31216,5819472.902579151
31217,7257775.556044553
31218,8431377.613095699
31219,3798686.2407305688
31220,5586255.380663624
31221,3447328.9872239893
31222,7257775.556044553
31223,9301565.848937135
31224,5819472.902579151
31225,12700515.264164913
31226,7257775.556044553
31227,9301565.848937135
31228,9959501.273744328
31229,5586255.380663624
31230,7257775.556044553
31231,3447328.9872239893
31232,5586255.380663624
31233,5586255.380663624
31234,5586255.380663624
31235,5819472.902579151
31236,5586255.380663624
31237,9959501.273744328
31238,5586255.380663624
31239,12700515.264164913
31240,5586255.380663624
31241,5586255.380663624
31242,7257775.556044553
31243,3447328.9872239893
31244,7257775.556044553
31245,7257775.556044553
31246,7257775.556044553
31247,5819472.902579151
31248,5586255.380663624
31249,9301565.848937135
31250,7257775.556044553
31251,7257775.556044553
31252,7257775.556044553
31253,7257775.556044553
31254,5819472.902579151
31255,9959501.273744328
31256,5586255.380663624
31257,5819472.902579151
31258,9301565.848937135
31259,7257775.556044553
31260,7257775.556044553
31261,17221815.187485136
31262,5819472.902579151
31263,7257775.556044553
31264,3447328.9872239893
31265,5586255.380663624
31266,7257775.556044553
31267,3447328.9872239893
31268,4135686.200344673
31269,7257775.556044553
31270,3447328.9872239893
31271,5586255.380663624
31272,9301565.848937135
31273,5586255.380663624
31274,5586255.380663624
31275,5586255.380663624
31276,5586255.380663624
31277,4468061.634569587
31278,12700515.264164913
31279,9959501.273744328
31280,9301565.848937135
31281,7257775.556044553
31282,9959501.273744328
31283,7257775.556044553
31284,4135686.200344673
31285,5819472.902579151
31286,7257775.556044553
31287,9301565.848937135
31288,4135686.200344673
31289,9959501.273744328
31290,7257775.556044553
31291,5586255.380663624
31292,4135686.200344673
31293,7257775.556044553
31294,3447328.9872239893
31295,17221815.187485136
31296,9301565.848937135
31297,5586255.380663624
31298,4135686.200344673
31299,9301565.848937135
31300,7257775.556044553
31301,6771629.264719099
31302,5819472.902579151
31303,7257775.556044553
31304,7257775.556044553
31305,9959501.273744328
31306,3447328.9872239893
31307,6771629.264719099
31308,7257775.556044553
31309,7257775.556044553
31310,26867902.525674306
31311,5586255.380663624
31312,4468061.634569587
31313,9959501.273744328
31314,5586255.380663624
31315,9301565.848937135
31316,12700515.264164913
31317,12700515.264164913
31318,9301565.848937135
31319,5586255.380663624
31320,5586255.380663624
31321,6771629.264719099
31322,7318209.986664407
31323,7257775.556044553
31324,7257775.556044553
31325,4468061.634569587
31326,4468061.634569587
31327,7257775.556044553
31328,12700515.264164913
31329,5819472.902579151
31330,9959501.273744328
31331,8431377.613095699
31332,4468061.634569587
31333,4468061.634569587
31334,4135686.200344673
31335,5586255.380663624
31336,7257775.556044553
31337,5586255.380663624
31338,4135686.200344673
31339,4468061.634569587
31340,5586255.380663624
31341,9301565.848937135
31342,5586255.380663624
31343,3447328.9872239893
31344,4468061.634569587
31345,5819472.902579151
31346,3447328.9872239893
31347,7257775.556044553
31348,12700515.264164913
31349,12700515.264164913
31350,4135686.200344673
31351,5586255.380663624
31352,7257775.556044553
31353,5586255.380663624
31354,5586255.380663624
31355,6771629.264719099
31356,4135686.200344673
31357,5586255.380663624
31358,2974425.4509511357
31359,5819472.902579151
31360,6771629.264719099
31361,4468061.634569587
31362,9301565.848937135
31363,5819472.902579151
31364,4135686.200344673
31365,3447328.9872239893
31366,7257775.556044553
31367,7257775.556044553
31368,5586255.380663624
31369,4135686.200344673
31370,5819472.902579151
31371,8431377.613095699
31372,5819472.902579151
31373,5586255.380663624
31374,7257775.556044553
31375,5586255.380663624
31376,5586255.380663624
31377,7257775.556044553
31378,5586255.380663624
31379,26867902.525674306
31380,5586255.380663624
31381,7257775.556044553
31382,4468061.634569587
31383,7257775.556044553
31384,17221815.187485136
31385,12700515.264164913
31386,9301565.848937135
31387,12700515.264164913
31388,5819472.902579151
31389,4135686.200344673
31390,7257775.556044553
31391,5819472.902579151
31392,9301565.848937135
31393,7257775.556044553
31394,5586255.380663624
31395,4135686.200344673
31396,9959501.273744328
31397,5586255.380663624
31398,4468061.634569587
31399,9959501.273744328
31400,5586255.380663624
31401,12700515.264164913
31402,9301565.848937135
31403,5586255.380663624
31404,4468061.634569587
31405,5586255.380663624
31406,7257775.556044553
31407,3447328.9872239893
31408,7257775.556044553
31409,3798686.2407305688
31410,9959501.273744328
31411,7257775.556044553
31412,9959501.273744328
31413,7257775.556044553
31414,5819472.902579151
31415,12700515.264164913
31416,5586255.380663624
31417,4468061.634569587
31418,7257775.556044553
31419,9301565.848937135
31420,7257775.556044553
31421,5586255.380663624
31422,5586255.380663624
31423,7257775.556044553
31424,8431377.613095699
31425,5586255.380663624
31426,4468061.634569587
31427,5819472.902579151
31428,7257775.556044553
31429,12700515.264164913
31430,4135686.200344673
31431,5819472.902579151
31432,5819472.902579151
31433,4468061.634569587
31434,3447328.9872239893
31435,9959501.273744328
31436,9301565.848937135
31437,9959501.273744328
31438,7257775.556044553
31439,9305881.728990769
31440,5586255.380663624
31441,5586255.380663624
31442,6771629.264719099
31443,9301565.848937135
31444,5586255.380663624
31445,9301565.848937135
31446,9959501.273744328
31447,5586255.380663624
31448,5819472.902579151
31449,5586255.380663624
31450,5586255.380663624
31451,7257775.556044553
31452,9959501.273744328
31453,4468061.634569587
31454,5586255.380663624
31455,7257775.556044553
31456,5586255.380663624
31457,5819472.902579151
31458,12700515.264164913
31459,5586255.380663624
31460,5586255.380663624
31461,4468061.634569587
31462,3447328.9872239893
31463,5819472.902579151
31464,5586255.380663624
31465,5586255.380663624
31466,26867902.525674306
31467,3447328.9872239893
31468,9301565.848937135
31469,5586255.380663624
31470,5819472.902579151
31471,9959501.273744328
31472,2974425.4509511357
31473,7257775.556044553
31474,4255638.324833656
31475,5586255.380663624
31476,12700515.264164913
31477,5586255.380663624
31478,4468061.634569587
31479,5586255.380663624
31480,5586255.380663624
31481,7257775.556044553
31482,7257775.556044553
31483,9301565.848937135
31484,9959501.273744328
31485,3024722.1930337073
31486,3447328.9872239893
31487,4468061.634569587
31488,12700515.264164913
31489,7257775.556044553
31490,5586255.380663624
31491,5586255.380663624
31492,7257775.556044553
31493,7257775.556044553
31494,5586255.380663624
31495,5586255.380663624
31496,9301565.848937135
31497,4135686.200344673
31498,7257775.556044553
31499,9959501.273744328
31500,9301565.848937135
31501,7257775.556044553
31502,7257775.556044553
31503,4468061.634569587
31504,9301565.848937135
31505,12700515.264164913
31506,7257775.556044553
31507,5586255.380663624
31508,6771629.264719099
31509,5586255.380663624
31510,5586255.380663624
31511,5586255.380663624
31512,6771629.264719099
31513,17221815.187485136
31514,12700515.264164913
31515,3024722.1930337073
31516,12700515.264164913
31517,5586255.380663624
31518,7257775.556044553
31519,5586255.380663624
31520,4468061.634569587
31521,4468061.634569587
31522,4135686.200344673
31523,7257775.556044553
31524,9301565.848937135
31525,12700515.264164913
31526,5819472.902579151
31527,6771629.264719099
31528,4468061.634569587
31529,5586255.380663624
31530,5819472.902579151
31531,7257775.556044553
31532,5819472.902579151
31533,12700515.264164913
31534,7257775.556044553
31535,7257775.556044553
31536,5819472.902579151
31537,4135686.200344673
31538,5819472.902579151
31539,4135686.200344673
31540,9301565.848937135
31541,2974425.4509511357
31542,5586255.380663624
31543,3447328.9872239893
31544,5586255.380663624
31545,5819472.902579151
31546,9959501.273744328
31547,5586255.380663624
31548,4468061.634569587
31549,7257775.556044553
31550,4135686.200344673
31551,5586255.380663624
31552,5586255.380663624
31553,5586255.380663624
31554,7257775.556044553
31555,4135686.200344673
31556,5586255.380663624
31557,5586255.380663624
31558,9301565.848937135
31559,2974425.4509511357
31560,5586255.380663624
31561,6771629.264719099
31562,17221815.187485136
31563,3447328.9872239893
31564,9301565.848937135
31565,9301565.848937135
31566,5586255.380663624
31567,12700515.264164913
31568,7257775.556044553
31569,5586255.380663624
31570,6771629.264719099
31571,4468061.634569587
31572,3447328.9872239893
31573,4468061.634569587
31574,9959501.273744328
31575,5819472.902579151
31576,6771629.264719099
31577,5819472.902579151
31578,5586255.380663624
31579,5819472.902579151
31580,5819472.902579151
31581,5586255.380663624
31582,7257775.556044553
31583,7257775.556044553
31584,4135686.200344673
31585,5586255.380663624
31586,9959501.273744328
31587,12700515.264164913
31588,7257775.556044553
31589,4135686.200344673
31590,5819472.902579151
31591,5819472.902579151
31592,6771629.264719099
31593,7257775.556044553
31594,5586255.380663624
31595,5586255.380663624
31596,4135686.200344673
31597,5586255.380663624
31598,4135686.200344673
31599,6771629.264719099
31600,7257775.556044553
31601,12700515.264164913
31602,5819472.902579151
31603,9301565.848937135
31604,4468061.634569587
31605,5586255.380663624
31606,7257775.556044553
31607,5819472.902579151
31608,5819472.902579151
31609,5586255.380663624
31610,5819472.902579151
31611,7257775.556044553
31612,5586255.380663624
31613,4135686.200344673
31614,12700515.264164913
31615,9301565.848937135
31616,7257775.556044553
31617,4135686.200344673
31618,7257775.556044553
31619,7257775.556044553
31620,4135686.200344673
31621,5586255.380663624
31622,26867902.525674306
31623,9301565.848937135
31624,4135686.200344673
31625,8431377.613095699
31626,5586255.380663624
31627,5586255.380663624
31628,7257775.556044553
31629,9959501.273744328
31630,4135686.200344673
31631,5819472.902579151
31632,12700515.264164913
31633,4468061.634569587
31634,7257775.556044553
31635,9959501.273744328
31636,5586255.380663624
31637,5819472.902579151
31638,5586255.380663624
31639,3447328.9872239893
31640,9959501.273744328
31641,3447328.9872239893
31642,2974425.4509511357
31643,5819472.902579151
31644,7257775.556044553
31645,7257775.556044553
31646,7257775.556044553
31647,4468061.634569587
31648,12700515.264164913
31649,4468061.634569587
31650,5586255.380663624
31651,7257775.556044553
31652,7257775.556044553
31653,4468061.634569587
31654,5586255.380663624
31655,4135686.200344673
31656,26867902.525674306
31657,5586255.380663624
31658,4135686.200344673
31659,7257775.556044553
31660,4468061.634569587
31661,5586255.380663624
31662,7257775.556044553
31663,3447328.9872239893
31664,3798686.2407305688
31665,3447328.9872239893
31666,4468061.634569587
31667,5586255.380663624
31668,5586255.380663624
31669,9301565.848937135
31670,7257775.556044553
31671,5586255.380663624
31672,7257775.556044553
31673,9301565.848937135
31674,9301565.848937135
31675,6771629.264719099
31676,5819472.902579151
31677,4135686.200344673
31678,3798686.2407305688
31679,7257775.556044553
31680,4468061.634569587
31681,7257775.556044553
31682,2974425.4509511357
31683,5586255.380663624
31684,5819472.902579151
31685,3447328.9872239893
31686,12700515.264164913
31687,9301565.848937135
31688,9301565.848937135
31689,3447328.9872239893
31690,5586255.380663624
31691,3447328.9872239893
31692,7257775.556044553
31693,5586255.380663624
31694,7318209.986664407
31695,7257775.556044553
31696,3447328.9872239893
31697,5819472.902579151
31698,3447328.9872239893
31699,5586255.380663624
31700,4468061.634569587
31701,8431377.613095699
31702,5586255.380663624
31703,7257775.556044553
31704,5586255.380663624
31705,9959501.273744328
31706,5586255.380663624
31707,9959501.273744328
31708,7257775.556044553
31709,5819472.902579151
31710,12700515.264164913
31711,5586255.380663624
31712,7257775.556044553
31713,7257775.556044553
31714,4135686.200344673
31715,4135686.200344673
31716,5586255.380663624
31717,7257775.556044553
31718,5586255.380663624
31719,5586255.380663624
31720,5819472.902579151
31721,4135686.200344673
31722,5819472.902579151
31723,5586255.380663624
31724,5586255.380663624
31725,5586255.380663624
31726,12700515.264164913
31727,5586255.380663624
31728,4135686.200344673
31729,5819472.902579151
31730,4135686.200344673
31731,6771629.264719099
31732,7257775.556044553
31733,3447328.9872239893
31734,4135686.200344673
31735,2974425.4509511357
